0,9 liter	@quart
anthropological	@antropologi
anthropologist	@ahli antropologi
anthropology	@ilmu antropologi
anthropometry	@antropometri
anthropomorphic	@anthropomorphis
anthropomorphis	@anthropomorphic
anti	@anti	<br>@anti toxine
anti-aircraft	@penangkis pesawat
anti air craft	@anti pesawat terbang
antiaircraft	@anti pesawat
anti-aircraft gun	@meriam penangkis
anti-aircraft guns	@meriam penangkis
anti aircraft raid	@serangan anti kapal udara
anti air raid	@anti serangan udara
antiakar	@antiroots
anti-alias filter	@tapis anti-alias
antibiotic	@zat pembunuh kuman
antibody	@zat darah penyerang kuman
anti-bonding	@anti ikatan
anti-bonding orbital	@orbit anti ikatan
antibonding orbital	@edar anti-ikat
antibonding states	@keadaan antiikat
antiboson	@antiboson
antic	@kuno
anticadaran	@antiscreening
anti campuran	@anti-compound
anticathode	@anti katode
anticipate	@mengantisipasi
anticipated	@mengantisipasi
anticipated her next month's pay	@menghabiskan gajinya bulan dep
anticipated his next month's pay	@menghabiskan gajinya bulan dep
anticipated my next month's pay	@menghabiskan gajiku bulan depa
anticipate her next month's pay	@menghabiskan gajinya bulan depan
anticipate his next month's pay	@menghabiskan gajinya bulan depan
anticipate my next month's pay	@menghabiskan gajiku bulan depan
anticipate next month's pay	@menghabiskan gaji bulan depan
anticipating	@mengantisipasi
anticipating her next month's pay	@menghabiskan gajinya bulan depan
anticipating his next month's pay	@menghabiskan gajinya bulan depan
anticipating my next month's pay	@menghabiskan gajiku bulan depan
anticipation	@antisipasi
anticipation function	@fungsi antisipasi
anticipatory	@mengantisipasi
anticlimatic	@bersifat anti klimaks
anticlimax	@antiklimax
anticlinal	@antiklinal
anticline	@antiklin
anti-clockwise	@berjalan kekiri
anticlockwise	@berlawanan jarum jam
anticoagulant	@pencegah pembekuan darah
anticoincidence	@antikoinsidens
anticolonialism	@anti kolonialis
anticommutation relation	@hubungan antibalik-urutan
anticommutation relations spin	@relasi antikomutasi spin
anticommutator	@antipembalikan-urutan
anticommuting Hermitean operator	@pengandar Hermite antibalik-urutan
anti-compound	@anti campuran
anti-compound motor	@motor anti kompon
anticondongan sama	@anti-equi-inclination
anticorona	@antikorona
antics	@kejenakaan/lelucon
anticyclone	@daerah bertekanan tinggi
anti-dazzling means	@alat anti
anti detonasi	@anti-knock
antideuteron	@antideuteron
antidote	@penawar racun
anti-equi-inclination	@anticondongan sama
antiers	@angga
anti-F center	@pusat anti-F
anti fero	@anti-ferro
antiferoelektrisitas	@antiferroelectricity
anti fero magnetik	@anti-ferro magnetism
antiferomagnetik	@antiferromagnetic
antiferomagnetisme	@antiferromagnetism
antifero-magnetisme	@antiferro-magnetism
anti-ferro	@anti fero
antiferroelectric crystal	@hablur antiferoelektrik
antiferroelectricity	@antiferoelektrisitas
antiferromagnetic	@antiferomagnetik
antiferromagnetic domain	@[ranah/domain] antiferomagnet
antiferromagnetic ground state	@keadaan dasar antiferomagnetik
antiferromagnetic magnon	@magnon antiferomagnetik
antiferromagnetic order	@benahan antiferomagnetik
antiferromagnetic resonance	@talunan antiferomagnei
antiferromagnetic spin wave	@gelombang spin antiferomagnetik
antiferromagnetic structure	@struktur antiferomagnetik
antiferromagnetic transition temperature	@suhu peralihan antiferomagnetik
antiferro-magnetism	@antifero-magnetisme
antiferromagnetism	@antiferomagnetisme
anti-ferro magnetism	@anti fero magnetik
antiferromagnetism susceptibility	@kerentanan antiferomagnetik
antifreeze	@bahan anti beku
anti-freeze	@anti-freeze
anti-freeze compound	@bahan anti-beku
antifriction	@antifriction
anti-friction	@anti friksi
antifriction bearing	@bantalan antigesekan
antifriction metal	@logam putih
anti-friction metal	@logam putih
anti friksi	@anti-friction
anti-Hermitean	@anti-Hermitian
antihermitean operator	@operator antihermitean
anti-Hermitian	@anti-Hermitean
anti-hero	@sebagai pengganti pahlawan
antihero	@pemeran tokoh tak berwibawa
antihiperon	@antihyperon
antihistamine	@obat anti alergi
antihistaminic	@obat antihistamine
antihistaminic healing	@penyembuhan dengan obat anti batuk
antihistamin ointment	@salep anti batuk alergi
antihyperon	@antihiperon
anti ikatan	@anti-bonding
anti-induction	@bebas induksi
anti inductive arrangement	@hubungan bebas gangguan
antik	@antique
anti kapal selam	@antisubmarine
anti katode	@anticathode
antiklimax	@anticlimax
antiklin	@anticline
antiklinal	@anticlinal
anti-knock	@anti detonasi
antikoinsidens	@anticoincidence
anti kolonialis	@anticolonialism
antikorona	@anticorona
antilinear operation	@operasi antilinear
antilinear operator	@operator antilinear
antilogous pole	@kutub antilog
antimateri	@antimatter
antimatter	@antimateri
anti-meridian	@sebelum jam
antimigrasi	@antimigration
antimigration	@antimigrasi
anti-monial	@mengandung anti monium
antimonium	@antimony
antimony	@antimonium
antimony ore	@biji logam putih
antineutrino	@antineutrino
anti neutrino	@antineutrino
antineutrino	@anti neutrino
antineutrino-electron angular correlation	@korelasi sudut antineutrino-elektron
antineutrino wave function	@fungsi gelombang antineutrino
anting-anting	@pendant	<br>@earring
anting-anting gantung	@eardrop
anting-anting jepit	@earclip
anting up	@membayar dengan tidak senang
antinodal points	@titik-titik antisimpul
antinodal surface	@permukaan antisimpul
antinode	@anti-simpul
antiparallel	@antisejajar
antiparticle	@antizarah
antiparticle interaction	@interaksi antizarah
antiparticle scattering	@hamburan antizarah
antiparticle wave function	@fungsi gelombang antizarah
antipathy	@antipati
antipati	@antiphatic	<br>@antipathy
antipembalikan-urutan	@anticommutator
anti perbudakan	@antislavery
anti pesawat	@antiaircraft
anti pesawat terbang	@anti air craft
antiphatic	@antipati
antipode	@antisimpul
antipodes	@dua hal yang berlawanan
antipole	@kutub-lawan
anti-pole	@kutub lawan
anti polusi	@anti polution
anti polution	@anti polusi
anti-priming	@pengering uap
anti-priming pipe	@pipa pengering uap
antiprincipal point	@titik antiprinsipal
antiproton	@antiproton
antiproton scattering	@hamburan antiproton
antiproton wave function	@fungsi gelombang antiproton
antiquarian	@keantikan
antiquary	@ahli/saudagar barang kuno
antiquated	@ketinggalan jaman
antique	@antik
antiquity	@jaman dahulu
anti-racun	@counter-poison
antireciprocal microphone	@mikrofon antitimbal-balikan
antireciprocal transducer	@transduser antitimbal-balikan
antireflektion coating	@salut anti-pantul
antiresonance	@antiresonans
antiresonans	@antiresonance
antiroots	@antiakar
anti-rust	@tahan bakar
anti-rust coating	@lapisan cat tahan bakar
anti sag bar	@batang anti lendutan
antiscreening	@anticadaran
antisejajar	@antiparallel
anti-selip	@non-skid
anti selip	@nonskid
antiseptic	@pencegah infeksi
anti serangan udara	@anti air raid
anti-silau	@non-glare
anti silau	@nonglare
antisimetri	@antisymmetry
antisimetrik	@antisymmetric
antisimetrisasi	@antisymmetrization
antisimetrisasi hamburan elektron-elektron	@electron-electron scattering antisymmetrization
antisimetrisasi hamburan elektron-positron	@electron-positron scattering antisymmetrization
antisimetrisasi hamburan proton-proton	@proton-proton scattering antisymmetrization
antisimetrisasi pertukaran neutron-proton	@neutron-proton exchange antisymmetrization
antisimpul	@antipode
anti-simpul	@antinode
antisimpul arus	@current antipode
antisipasi	@anticipation
antislavery	@anti perbudakan
antisocia	@kepribadia
antisocial	@tidak suka bergaul
antisocial personality	@kepribadian anti sosial
anti-Stokes line	@garis anti-Stokes
anti-Stokes lines	@garis anti-Stokes
antistokes lines	@garis antistokes
anti stokes linies	@garis-garis anti stokes
antisubmarine	@anti kapal selam
anti-submarine raid	@serangan anti kapal se lam
antisymmetric	@antisimetrik
anti symmetrical state	@keadaan antisetangkup
antisymmetric interaction	@interaksi antisimetrik
antisymmetric many-electron wave function	@fungsi gelombang banyak-elektron antisetangkup
antisymmetric tensor	@tensor antisimetrik
antisymmetric wave function	@fungsi gelombang antisimetrik
antisymmetrization	@antisimetrisasi
antisymmetry	@antisimetri
antisymmetry of wave function	@keantisetangkupan fungsi gelombang
anti symmetry of wave function	@keantisetangkupan fungsi gelombang
antithesis	@lawan yang tepat
antitimbal-balikan elektroakustik	@electroacoustic antireciprocity
antitoxin	@penolak bisa
anti toxine	@anti
anti-trade	@lawan angin pasat
antitrust	@penentang monopoli industri
anti Tuhan	@atheism
antiunitary operator	@pengandar antiuniter
anti-vacuum	@antivakum
antivakum	@anti-vacuum
anti-vibrating mounting	@cara-pasang antigetar
antizarah	@antiparticle
antonym	@lawan kata
antrasit	@hard coal	<br>@glance coal
antrasit/batubara keras gilap	@anthracite
antri	@stood in line	<br>@queuing up	<br>@stand in line	<br>@make queue	<br>@queue up	<br>@queued up	<br>@queue	<br>@standing in line
antrian jatah makan	@bread-line
antropologi	@anthropological
antropometri	@anthropometry
antusias	@agog	<br>@a bear for
Antwerp-Hamburg Range	@Jajaran Antwerp Hamburg
anu	@thingumajig	<br>@dick
anuerysm	@pembengkakan pembuluh darah
anugerah	@bestowal
a nugget of gold	@segumpal emas
an ugly customer	@orang yang sukar dihadapi
anugrah	@godsend
anugrah alam	@gift of nature
anuitas pasti	@certain annuity
anuitas sederhana	@simple annuity
anuitas tak terduga	@contingent annuity
anuitas tertangguh	@deferred annuity
anuitas (tunj.tahunan)	@annuity
anuity fund	@dana anuitas
anulus	@annulus
a number of	@sejumlah
a number of things	@sejumlah hal
anumerta	@posthumous
an underhand way of doing something	@kecurangan
an understating of	@pemahaman tentang
an unlimited number	@sejumlah tak terbatas
anus	@dubur/pelepasan
Anus Teluk	@Gulf Stream
anvil	@besi landasan
anvil beak	@tanduk landasan
anvil bed	@blok landasan
anvil block	@blok landasan
anvil chisel	@pahat pembuang
anvilcontact	@palu distributor
anvil contact	@palu interuptor
anvil-horn	@tanduk landasan
anvil-point	@titik-kontak
anvil stand	@blok landasan
anxiety	@ketertarikan
anxious	@bersemangat
anxious about	@khawatir akan
anxious for	@sangat ingin
anxiously	@dengan penuh minat
anxiousness	@kecemasan
any	@manapun
anyaman dahan kayu	@wattle
anyaman yang lebar dan kuat	@webbing
anybody	@sesiapapun
any body	@siapapun
anybody but	@semua bukan hanya
any body corporate	@setiap badan hukum
anybody else	@orang lain
any changes	@perubahan apapun
any day	@dari apa saja
any degree of	@derajat . manapun
any good	@. yang baik-baik
anyhow	@bagaimanapun
any individual	@siapapun
any information	@informasi apapun
any kind	@segala hal
any longer	@lebih lama lagi
any mean	@maksud apapun
any more	@. apapun lagi
anymore	@lagi
any of the	@. yang manapun
any of the foregoing	@manapun . tersebut di atas
any of them	@yang manapun
any of us	@kita semua
anyone	@seseorang
any one	@tiap orang
any one of	@masing-masing dari
any organisation	@organisasi yang manapun
any other	@lain
any other body of persons	@setiap gabungan lain dari orang atau badan
any other single thing	@hal apapun juga
any other way	@melalui cara lain
any particular part of	@bagian manapun dari
any person	@siapapun
any person who	@siapapun yang
anyplace	@di manapun
any purpose	@tujuan apapun
any sort of	@. macam apapun
anything	@apapun
anything about	@segalanya tentang
anything around	@segala hal disekitar
anything but	@segalanya kecuali
anything else	@yang lain-lain
anything that	@semua yang
anything we do	@semua yang kita lakukan
any time	@kapan saja
anyway	@bagaimanapun
any way	@bagaimanapun juga
anywhen	@di setiap waktu
anywhere	@di manapun
any you have	@. apapun yang anda punya
a once a year	@tahunan
a one	@yang
a one month	@satu bulan
a one year	@satu tahun
a only	@sekedar
a or more	@satu . atau lebih
aortae	@urat nadi
a or two	@satu atau dua
A/P	@<B>A/P</B><BR>A/P	<br>@<B>A/P  </B><br>A/P
apa	@what was
. apa	@what does
apa akibatnya pada	@what will be the effect on
apa-apa yang serupa itu	@something of the kind
apa arti dari	@what the meaning of
apa artinya	@what it is meant	<br>@what that means	<br>@what do mean	<br>@what does mean
apa artinya itu	@what does it mean
apa boleh buat	@there is no help for it
apace	@dengan cepat
a pack of	@banyak
apa dan siapa	@who is who
apa gerangan ?	@what on the earth
apa gunanya itu ?	@what's the good of it
apa hubungan anda dengan	@what is your relation with
a pair of	@sepasang
a pair of glasses	@sepasang kaca r
a pair of pantaloons	@sebuah celana
a pair of scales	@alat timbangan
a pair of scissors	@sebuah gunting
a pair of shoes	@sepasang sepatu
a pair of spectacles	@sepasang kaca
a pair of trousers	@sebuah celana
apa itu	@what it is
apa itu sebenarnya	@what it really is
apa itu yang	@what it is that
apa kabar	@what cheer
apakabar	@howly
apa kabar	@how are you
Apa kabar Tuan	@How do you do
apakah	@whether
apakah aku	@be I	<br>@do I
apakah anda dalam keadaan baik-baik saja	@be you fine
apakah anda tidak ingin	@do you not want to be
apakah imbalanmu	@what is your reward
apakah (itu)	@be it
apakah itu membuat anda	@does it make you
apakah kamu	@do you
apakah kamu datang untuk	@would you come here to
apakah mungkin untuk	@be it possible to
apakah peralatan bekerja baik	@does the equipment work
apakah semua lancar	@does it work
apakah senilai itu	@be it worth it
apakah yang	@what is it that
apakah [yang merupakan]	@what are the
apa khabar	@how comes it about	<br>@how goes the word
apa kiranya yang	@what in earth
apa . ku	@what is my
apalagi	@additionally
apa lagi	@what else
apa maknanya	@what it means
apa maknanya bagi	@what it means for
apa maksud anda	@what do you mean
apa masalahnya	@what's the odds
apa . mereka	@what are their
apa . mu	@what is your
apa namanya	@whatchamacallit
apa nilainya	@what they may be worth
apa . nya	@what is his
apa pendapat anda tentang	@what do you think
apa pendapatmu tentang	@what do you say to	<br>@have you any idea	<br>@what do you say of
apa perlunya kita dengan	@what need have we of
apa perlunya kita dengan . yang lain	@what need have we of other
apa perlunya lagi	@what further need
apapun	@anything
apapun juga	@whatsoever
apapun juga itu	@whatever it was it
apapun juga yang	@no matter what
apapun juga [yang]	@whatever
apapun juga yang	@whatever is
. apapun lagi	@any more
apapun wujudnya	@whatever it is
apapun yang	@whate'er
. apapun yang anda punya	@any you have
apapun yang harus dibuktikan	@whatever must be proven
apapun yang terjadi	@coming what may	<br>@came what may
aparat cermin	@mirror-extensometer
aparat gas	@gas apparatus
aparat hubung singkat	@short-circuit device
aparat-kontak	@contact apparatus
aparat las	@welding-apparatus
aparat las anoda	@anode welding machine
aparat ozon	@ozonizer
aparat pangering	@drying apparatus
aparat pelinyak	@flattening-device
aparat peluas	@rymer
aparat pelumas	@lubricating apparatus
aparat pemanasan	@apparatus heating
aparat pemanas lanjut ruang asap	@smoke box superheater
aparat pemateri	@soldering-apparatus
aparat pematri	@apparatus soldering
aparat pembatas arus	@current-limiting device
aparat pembersih minyak	@oil washing apparatus
aparat pencatat	@recording apparatus
